time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-18T02:42:40.490Z,38.8074989,-122.819664,1.82,0.49,md,19,64,0.007558,0.03,nc,nc73719350,2022-04-18T02:47:33.367Z,"6km WNW of The Geysers, CA",earthquake,0.23,0.5,0.35,2,automatic,nc,nc
2022-04-18T02:42:20.353Z,-6.0885,125.1256,543.52,4.5,mb,,41,3.741,0.65,us,us7000h302,2022-04-29T00:46:32.040Z,"277 km N of Likisá, Timor Leste",earthquake,10.8,6.5,0.067,66,reviewed,us,us
2022-04-18T02:38:47.090Z,38.8258333,-122.8005,3.4,1.51,md,53,30,0.007865,0.03,nc,nc73719345,2022-04-19T09:38:54.295Z,"7km NW of The Geysers, CA",earthquake,0.14,0.24,0.145,18,reviewed,nc,nc
2022-04-18T02:34:36.490Z,38.5648333,-112.2176667,-0.25,1.31,ml,9,163,0.06118,0.06,uu,uu60492257,2022-04-18T15:32:28.420Z,"6 km S of Joseph, Utah",earthquake,1.38,1.9,0.213,4,reviewed,uu,uu
2022-04-18T02:34:00.940Z,38.8118324,-122.8218307,2.84,0.35,md,8,96,0.006459,0.01,nc,nc73719335,2022-04-18T02:37:59.840Z,"7km NW of The Geysers, CA",earthquake,0.6,2.17,,1,automatic,nc,nc
2022-04-18T02:33:29.250Z,36.0131667,-120.0516667,5.46,1.68,md,34,99,0.06179,0.18,nc,nc73719340,2022-04-19T07:21:54.463Z,"7km E of Avenal, CA",earthquake,0.43,0.82,0.291,23,reviewed,nc,nc
2022-04-18T02:30:54.050Z,38.5726667,-112.1935,3.83,1.38,ml,8,272,0.07042,0.1,uu,uu60492252,2022-04-18T15:27:18.070Z,"6 km SSE of Joseph, Utah",earthquake,1.87,31.61,0.201,4,reviewed,uu,uu
2022-04-18T02:29:43.720Z,36.0268333,-120.0391667,7.62,1.9,md,36,148,0.05364,0.09,nc,nc73719320,2022-04-19T06:53:56.305Z,"7km WNW of Kettleman City, CA",earthquake,0.54,0.65,0.235,38,reviewed,nc,nc
2022-04-18T02:27:59.780Z,38.8358333,-122.7778333,1.47,1.47,md,46,41,0.006851,0.04,nc,nc73719315,2022-04-19T23:45:37.393Z,"5km WNW of Cobb, CA",earthquake,0.12,0.16,0.13,11,reviewed,nc,nc
2022-04-18T02:27:43.770Z,38.8048333,-122.8211667,2.29,0.52,md,32,57,0.007444,0.03,nc,nc71127989,2022-04-19T00:52:54.273Z,"6km WNW of The Geysers, CA",earthquake,0.18,0.27,0.153,6,reviewed,nc,nc
2022-04-18T02:27:24.030Z,38.8086667,-122.8208333,2.26,0.38,md,22,54,0.006523,0.02,nc,nc73719310,2022-04-19T02:28:53.808Z,"7km WNW of The Geysers, CA",earthquake,0.21,0.38,0.096,4,reviewed,nc,nc
2022-04-18T02:25:41.730Z,38.8043333,-122.8198333,2.76,0.12,md,16,71,0.008591,0.03,nc,nc73719305,2022-04-20T19:44:14.676Z,"6km WNW of The Geysers, CA",earthquake,0.26,0.48,0.419,2,reviewed,nc,nc
2022-04-18T02:25:03.030Z,38.8035011,-122.8190002,4.7,0.35,md,6,132,0.009589,0.01,nc,nc73719300,2022-04-18T02:28:07.280Z,"6km WNW of The Geysers, CA",earthquake,1.05,2.96,,1,automatic,nc,nc
2022-04-18T02:23:42.900Z,38.8046684,-122.8195038,2.23,0.49,md,15,70,0.008644,0.03,nc,nc73719290,2022-04-18T02:27:03.518Z,"6km WNW of The Geysers, CA",earthquake,0.29,0.77,0.35,2,automatic,nc,nc
2022-04-18T02:23:42.890Z,38.806,-122.8195,2.2,0.65,md,21,67,0.008086,0.03,nc,nc71127994,2022-04-19T20:26:44.165Z,"6km WNW of The Geysers, CA",earthquake,0.22,0.48,0.252,2,reviewed,nc,nc
2022-04-18T02:23:13.530Z,38.808,-122.8206667,2.58,0.54,md,18,74,0.006706,0.02,nc,nc73719285,2022-04-19T22:26:58.893Z,"6km WNW of The Geysers, CA",earthquake,0.22,0.45,,1,reviewed,nc,nc
2022-04-18T02:21:19.340Z,38.8129997,-122.8215027,2.25,0.81,md,23,55,0.007279,0.03,nc,nc73719275,2022-04-18T02:26:00.079Z,"7km NW of The Geysers, CA",earthquake,0.21,0.41,0.27,3,automatic,nc,nc
2022-04-18T02:20:47.920Z,38.8059998,-122.821167,2.39,0.85,md,9,80,0.006883,0.02,nc,nc73719270,2022-04-18T02:24:56.029Z,"6km WNW of The Geysers, CA",earthquake,0.5,1.15,,1,automatic,nc,nc
2022-04-18T02:19:10.420Z,38.8058319,-122.8205032,2.34,1.14,md,25,57,0.007425,0.02,nc,nc73719265,2022-04-18T06:08:53.202Z,"6km WNW of The Geysers, CA",earthquake,0.22,0.38,0.06,5,automatic,nc,nc
2022-04-18T02:19:00.390Z,38.8063316,-122.8216629,1.76,0.35,md,10,118,0.006395,0.03,nc,nc73719260,2022-04-18T02:22:48.015Z,"6km WNW of The Geysers, CA",earthquake,0.35,0.87,,1,automatic,nc,nc
2022-04-18T02:17:52.830Z,38.8043333,-122.8221667,2.28,2.74,md,83,33,0.007107,0.06,nc,nc73719250,2022-04-28T23:42:25.040Z,"6km WNW of The Geysers, CA",earthquake,0.11,0.15,0.153,53,reviewed,nc,nc
2022-04-18T02:15:18.050Z,38.8143333,-122.819,2.87,1.4,md,44,51,0.009644,0.03,nc,nc73719240,2022-04-20T19:18:16.495Z,"7km NW of The Geysers, CA",earthquake,0.17,0.23,0.059,8,reviewed,nc,nc
2022-04-18T02:15:18.040Z,38.8138333,-122.818,3,1.39,md,47,52,0.01004,0.04,nc,nc73719245,2022-04-19T19:06:38.684Z,"7km NW of The Geysers, CA",earthquake,0.14,0.21,0.09,16,reviewed,nc,nc
2022-04-18T02:15:12.310Z,34.0328333,-117.029,7.94,0.69,ml,21,135,0.07539,0.14,ci,ci40239400,2022-04-18T23:55:35.717Z,"1km E of Yucaipa, CA",earthquake,0.26,0.9,0.103,11,reviewed,ci,ci
2022-04-18T02:14:03.810Z,38.8098335,-122.8218307,2.21,0.35,md,8,133,0.005821,0.01,nc,nc73719230,2022-04-18T02:19:35.995Z,"7km WNW of The Geysers, CA",earthquake,0.5,1.2,,1,automatic,nc,nc
2022-04-18T02:14:03.730Z,38.808,-122.8201667,2.6,0.42,md,18,63,0.007094,0.03,nc,nc71128009,2022-04-20T17:59:25.013Z,"6km WNW of The Geysers, CA",earthquake,0.26,0.44,0.122,3,reviewed,nc,nc
2022-04-18T02:13:12.170Z,38.8223333,-122.8078333,3.08,0.23,md,21,38,0.002046,0.02,nc,nc71128004,2022-04-20T17:33:15.857Z,"7km NW of The Geysers, CA",earthquake,0.22,0.63,0.319,2,reviewed,nc,nc
2022-04-18T02:12:46.510Z,38.8078333,-122.8178333,2.83,0.28,md,11,74,0.008924,0.02,nc,nc73719220,2022-04-20T18:25:15.158Z,"6km WNW of The Geysers, CA",earthquake,0.41,0.72,0.256,2,reviewed,nc,nc
2022-04-18T02:12:23.850Z,38.8098333,-122.8223333,2.58,0.16,md,14,61,0.005434,0.02,nc,nc73719215,2022-04-19T05:04:53.696Z,"7km WNW of The Geysers, CA",earthquake,0.33,0.9,0.383,2,reviewed,nc,nc
2022-04-18T02:10:47.480Z,38.8115005,-122.8235016,1.54,0.85,md,9,62,0.005155,0.01,nc,nc73719210,2022-04-18T02:47:57.010Z,"7km WNW of The Geysers, CA",earthquake,0.34,0.95,,1,automatic,nc,nc
2022-04-18T02:08:59.240Z,38.8053333,-122.8193333,2.47,2.77,ml,84,31,0.008463,0.07,nc,nc73719205,2022-04-28T23:36:44.040Z,"6km WNW of The Geysers, CA",earthquake,0.1,0.15,0.144,55,reviewed,nc,nc
2022-04-18T02:08:49.071Z,27.8143,142.7353,10,4.5,mb,,67,9.015,1.32,us,us6000hfmz,2022-04-28T23:11:39.040Z,"Bonin Islands, Japan region",earthquake,11.4,1.9,0.106,26,reviewed,us,us
2022-04-18T02:06:06.100Z,34.333,-119.1526667,11.23,1.38,ml,18,74,0.04112,0.27,ci,ci40239392,2022-04-18T23:51:33.048Z,"9km WSW of Santa Paula, CA",earthquake,0.72,0.86,0.155,15,reviewed,ci,ci
2022-04-18T02:01:25.870Z,36.9205,-121.4285,9.97,1.2,md,26,64,0.06199,0.07,nc,nc73719200,2022-04-19T08:57:56.041Z,"9km NNW of Hollister, CA",earthquake,0.26,0.77,0.168,18,reviewed,nc,nc
2022-04-18T01:57:40.150Z,18.054,-66.8366666666667,15.92,2.07,md,10,116,,0.27,pr,pr71344928,2022-04-18T02:27:15.890Z,"2 km NNE of Yauco, Puerto Rico",earthquake,0.65,1.91,0.184769672073767,7,reviewed,pr,pr
2022-04-18T01:56:46.990Z,38.8156662,-122.7959976,2.32,0.97,md,31,36,0.007706,0.02,nc,nc73719190,2022-04-18T02:14:54.832Z,"6km NW of The Geysers, CA",earthquake,0.19,0.35,0.07,7,automatic,nc,nc
2022-04-18T01:55:11.363Z,60.8715,-151.8427,82.2,1.2,ml,,,,0.58,ak,ak0224ymyqb2,2022-04-18T01:57:21.968Z,"36 km WNW of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-04-18T01:51:50.036Z,40.0512,-119.6613,16.8,0.3,ml,4,172.49,0.131,0.1514,nn,nn00837398,2022-04-19T02:38:36.346Z,"12 km NNW of Sutcliffe, Nevada",earthquake,,3.7,0.04,3,reviewed,nn,nn
2022-04-18T01:41:08.920Z,36.0241667,-117.798,1.58,0.85,ml,13,76,0.02656,0.07,ci,ci40239384,2022-04-18T23:47:12.665Z,"14km E of Coso Junction, CA",earthquake,0.13,0.14,0.218,10,reviewed,ci,ci
2022-04-18T01:39:24.260Z,38.8198318,-122.7638321,1.23,0.32,md,10,117,0.01164,0.04,nc,nc73719180,2022-04-18T01:56:53.728Z,"4km W of Cobb, CA",earthquake,0.32,0.73,0.36,2,automatic,nc,nc
2022-04-18T01:21:46.200Z,35.6561667,-117.5275,2.88,1.63,ml,29,75,0.08754,0.13,ci,ci40239376,2022-04-18T23:45:32.657Z,"14km ENE of Ridgecrest, CA",earthquake,0.17,0.37,0.116,21,reviewed,ci,ci
2022-04-18T01:20:21.560Z,35.6805,-117.5271667,10.54,1.85,ml,35,68,0.1077,0.13,ci,ci40239368,2022-04-18T23:42:24.040Z,"15km SW of Searles Valley, CA",earthquake,0.17,0.38,0.106,25,reviewed,ci,ci
2022-04-18T01:17:01.810Z,44.7603333,-111.1713333,8.46,0.77,md,13,97,0.02012,0.19,uu,uu60492247,2022-04-18T15:21:31.780Z,"1 km ESE of Hebgen Lake Estates, Montana",earthquake,0.71,1.37,0.123,7,reviewed,uu,uu
2022-04-18T01:08:31.240Z,33.1588333,-116.4838333,11.67,2.39,ml,102,16,0.08988,0.18,ci,ci40239360,2022-04-18T23:30:06.690Z,"14km NE of Julian, CA",earthquake,0.12,0.44,0.163,24,reviewed,ci,ci
2022-04-18T01:03:29.440Z,44.6055,-112.5628333,0.03,0.49,ml,6,128,0.121,0.03,mb,mb80543459,2022-04-18T22:14:57.980Z,"4 km SSE of Lima, Montana",earthquake,0.32,1.18,0.225,4,reviewed,mb,mb
2022-04-18T00:50:00.271Z,-58.3809,-139.9574,10,4.8,mb,,36,26.182,0.87,us,us6000hfmx,2022-04-30T03:03:43.040Z,"Pacific-Antarctic Ridge",earthquake,11.8,1.8,0.092,36,reviewed,us,us
2022-04-18T00:47:11.864Z,-9.7721,118.8247,35,4.3,mb,,90,3.553,0.83,us,us7000h2zm,2022-04-29T05:11:08.040Z,"142 km SSE of Dompu, Indonesia",earthquake,5.5,2,0.177,9,reviewed,us,us
2022-04-18T00:42:27.440Z,37.5356667,-118.8708333,4.92,0.71,md,13,214,0.06359,0.03,nc,nc73719150,2022-04-18T07:16:53.648Z,"15km SE of Mammoth Lakes, CA",earthquake,0.86,1.14,0.145,12,reviewed,nc,nc
2022-04-18T00:39:57.200Z,34.1983333,-117.4395,9.53,1.49,ml,62,25,0.01152,0.16,ci,ci40239336,2022-04-18T22:46:25.070Z,"4km SW of Devore, CA",earthquake,0.16,0.27,0.089,18,reviewed,ci,ci
2022-04-18T00:37:04.435Z,38.4998,21.5593,10,4.1,mb,,90,1.35,0.98,us,us7000h2zh,2022-04-29T05:07:56.040Z,"4 km SE of Gavaloú, Greece",earthquake,4.2,1.9,0.185,8,reviewed,us,us
2022-04-18T00:29:01.850Z,38.8248333,-122.7645,2.15,1.19,md,43,45,0.00704,0.04,nc,nc73719145,2022-04-19T08:29:58.854Z,"4km W of Cobb, CA",earthquake,0.16,0.27,0.094,11,reviewed,nc,nc
2022-04-18T00:26:54.000Z,40.0533,-119.6345,13.5,0.1,ml,3,183.32,0.139,0.0339,nn,nn00837397,2022-04-19T02:38:35.142Z,"11 km NNW of Sutcliffe, Nevada",earthquake,,6.9,0.03,2,reviewed,nn,nn
2022-04-18T00:21:47.190Z,38.8211667,-122.7651667,1.9,1.03,md,42,64,0.01,0.05,nc,nc73719140,2022-04-19T01:56:53.630Z,"4km W of Cobb, CA",earthquake,0.18,0.25,0.144,7,reviewed,nc,nc
2022-04-18T00:21:23.471Z,60.1337,-152.6196,91.4,1.3,ml,,,,0.51,ak,ak0224ym6154,2022-04-18T00:32:58.272Z,"53 km WNW of Happy Valley, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-04-18T00:20:31.250Z,17.8715,-66.8513333333333,8.12,1.65,md,6,252,,0.05,pr,pr71344923,2022-04-18T00:36:32.760Z,"Puerto Rico region",earthquake,0.83,1.52,0.249743617032378,6,reviewed,pr,pr
2022-04-18T00:20:30.838Z,61.1809,-151.0711,64.6,0.9,ml,,,,1.4,ak,ak0224ym5u17,2022-04-18T00:32:57.500Z,"4 km N of Beluga, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-04-18T00:11:53.000Z,44.5768333,-112.8883333,1.6,1.23,ml,11,131,0.249,0.17,mb,mb80543299,2022-04-18T16:35:49.250Z,"24 km WSW of Lima, Montana",earthquake,0.62,1.45,0.147,7,reviewed,mb,mb
2022-04-18T00:08:59.970Z,17.9591666666667,-66.8635,20.97,1.99,md,6,208,,0.09,pr,pr71344918,2022-04-18T00:36:37.830Z,"Puerto Rico region",earthquake,0.96,0.73,0.146583610286314,4,reviewed,pr,pr
2022-04-18T00:02:13.070Z,46.19833333333333,-122.18216666666666,1.24,0.97,ml,16,78,0.006207,0.09,uw,uw61823667,2022-04-18T01:56:29.190Z,"38 km NNE of Amboy, Washington",earthquake,0.31,0.23,0.16063289132075842,11,reviewed,uw,uw
2022-04-17T23:58:28.740Z,38.8221664,-122.7649994,2.04,0.85,md,8,192,0.009138,0.01,nc,nc73719125,2022-04-18T00:26:53.271Z,"4km W of Cobb, CA",earthquake,0.7,0.74,,1,automatic,nc,nc
2022-04-17T23:52:37.020Z,33.5756667,-116.3921667,11.09,0.39,ml,26,72,0.05918,0.12,ci,ci40239328,2022-04-18T22:31:02.193Z,"12km SW of La Quinta, CA",earthquake,0.23,0.43,0.147,10,reviewed,ci,ci
2022-04-17T23:52:08.710Z,38.8225,-122.7638333,2.05,0.57,md,16,151,0.009268,0.04,nc,nc73719120,2022-04-19T01:13:53.390Z,"4km W of Cobb, CA",earthquake,0.35,0.41,,1,reviewed,nc,nc
2022-04-17T23:51:08.300Z,38.8233333,-122.7638333,1.95,2.28,md,73,41,0.008564,0.09,nc,nc73719115,2022-04-19T01:36:38.521Z,"4km W of Cobb, CA",earthquake,0.12,0.18,0.194,55,reviewed,nc,nc
2022-04-17T23:49:54.890Z,34.0155,-117.021,5.92,0.6,ml,11,103,0.07489,0.18,ci,ci40239312,2022-04-18T22:20:09.116Z,"3km SE of Yucaipa, CA",earthquake,0.71,1.82,0.233,7,reviewed,ci,ci
2022-04-17T23:49:11.371Z,52.5656,-168.5648,49.37,2.4,ml,,292,0.443,0.57,us,us7000h33c,2022-04-30T03:27:12.040Z,"46 km SSE of Nikolski, Alaska",earthquake,8.9,26.1,0.148,6,reviewed,us,us
2022-04-17T23:45:30.460Z,38.8005,-122.7773333,1.08,0.48,md,5,140,0.01104,0.01,nc,nc73719110,2022-04-18T22:50:53.537Z,"3km NW of The Geysers, CA",earthquake,0.48,1.97,,1,reviewed,nc,nc
2022-04-17T23:34:04.684Z,63.2007,-150.4577,118.9,1.7,ml,,,,0.21,ak,ak0224xceegk,2022-04-17T23:44:46.400Z,"73 km ESE of Denali National Park, Alaska",earthquake,,1.9,,,automatic,ak,ak
2022-04-17T23:32:25.047Z,40.1671,-119.8645,11.6,1.2,ml,4,216.48,0.101,0.1696,nn,nn00837653,2022-04-21T23:13:35.557Z,"23 km E of Herlong, California",earthquake,,4.1,0.28,4,reviewed,nn,nn
2022-04-17T23:30:30.306Z,65.0231,-147.0365,4.5,1.7,ml,,,,0.98,ak,ak0224xcdlko,2022-04-17T23:44:33.459Z,"16 km N of Two Rivers, Alaska",explosion,,0.3,,,automatic,ak,ak
2022-04-17T23:25:21.050Z,33.5511667,-116.6773333,7.36,0.3,ml,16,67,0.05205,0.11,ci,ci40239296,2022-04-18T21:34:26.038Z,"0km SW of Anza, CA",earthquake,0.22,0.59,0.201,7,reviewed,ci,ci
2022-04-17T23:24:33.720Z,20.9796666666667,-156.3205,35.14,2.37,ml,36,210,,0.09,hv,hv72988052,2022-04-30T01:37:57.040Z,"6 km NNW of Haiku-Pauwela, Hawaii",earthquake,0.92,0.19,0.0853618796256266,2,reviewed,hv,hv
2022-04-17T23:14:53.777Z,-56.8828,-24.9676,10,4.7,mb,,73,7.03,0.95,us,us6000hfkw,2022-04-30T02:42:05.040Z,"South Sandwich Islands region",earthquake,11.2,1.6,0.108,26,reviewed,us,us
2022-04-17T23:10:03.810Z,35.0368333,-117.6803333,-0.78,1.19,ml,23,70,0.103,0.15,ci,ci40239280,2022-04-18T18:44:46.752Z,"5km NNW of Boron, CA",quarry blast,0.41,31.61,0.106,12,reviewed,ci,ci
2022-04-17T23:06:42.050Z,34.0431667,-117.2276667,4.83,1.34,ml,59,44,0.07715,0.17,ci,ci40239272,2022-04-18T21:30:46.700Z,"3km E of Loma Linda, CA",earthquake,0.18,0.51,0.228,23,reviewed,ci,ci
2022-04-17T23:04:18.900Z,44.342,-115.1945,7.71,2.36,ml,10,83,0.83,0.24,mb,mb80543244,2022-04-18T15:27:21.940Z,"24 km NW of Stanley, Idaho",earthquake,0.57,1.34,0.136,13,reviewed,mb,mb
2022-04-17T22:59:28.670Z,40.3325,-124.3725,17.84,1.98,md,17,218,0.0496,0.06,nc,nc73719100,2022-04-19T00:40:53.199Z,"8km W of Petrolia, CA",earthquake,0.84,0.27,0.08,9,reviewed,nc,nc
2022-04-17T22:59:21.900Z,38.8248333,-122.7716667,0.72,0.05,md,19,62,0.005794,0.04,nc,nc73719095,2022-04-18T21:15:54.962Z,"4km W of Cobb, CA",earthquake,0.19,0.23,0.137,3,reviewed,nc,nc
2022-04-17T22:56:58.290Z,44.8035,-110.8131667,4.76,0.73,md,7,255,0.0306,0.15,uu,uu60492237,2022-04-18T15:17:53.600Z,"21 km SSW of Mammoth, Wyoming",earthquake,2.34,0.98,0.423,4,reviewed,uu,uu
2022-04-17T22:56:15.930Z,38.8163333,-122.7968333,2.05,0.41,md,27,47,0.008438,0.06,nc,nc73719090,2022-04-18T20:54:53.826Z,"6km NW of The Geysers, CA",earthquake,0.18,0.37,0.093,4,reviewed,nc,nc
2022-04-17T22:46:19.170Z,33.6391667,-116.6616667,13.98,0.64,ml,24,102,0.03133,0.08,ci,ci40239264,2022-04-18T20:37:40.185Z,"9km N of Anza, CA",earthquake,0.2,0.29,0.173,14,reviewed,ci,ci
2022-04-17T22:43:38.931Z,63.5523,-150.663,0,1.2,ml,,,,0.43,ak,ak0224xbuyxt,2022-04-17T22:46:19.829Z,"52 km E of Denali National Park, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-04-17T22:40:14.850Z,44.44,-110.8806667,10.57,0.76,ml,13,95,0.03405,0.25,uu,uu60492232,2022-04-18T14:55:11.760Z,"30 km SE of West Yellowstone, Montana",earthquake,0.95,1.31,0.274,2,reviewed,uu,uu
2022-04-17T22:37:37.310Z,38.8436661,-122.8161697,1.44,0.88,md,22,47,0.01233,0.03,nc,nc73719085,2022-04-18T01:08:53.471Z,"8km WNW of Cobb, CA",earthquake,0.2,0.42,0.02,3,automatic,nc,nc
2022-04-17T22:34:35.868Z,28.69262695,-99.42601103,4.988769531,2.2,ml,9,78,0.3703112243,0.4,tx,tx2022hnka,2022-05-03T09:27:37.883Z,"19 km NE of Big Wells, Texas",earthquake,2.298873743,3.257163501,0.2,5,reviewed,tx,tx
2022-04-17T22:31:39.157Z,25.9974,95.9133,79.64,4.3,mb,,134,5.305,0.61,us,us6000hfkv,2022-04-25T05:15:06.040Z,"92 km WSW of Sarupathar, India",earthquake,12.8,9.5,0.142,14,reviewed,us,us
2022-04-17T22:28:21.451Z,39.9813,-120.0345,8.7,0.1,ml,4,165.29,0.165,0.15,nn,nn00837650,2022-04-21T23:10:29.381Z,"7 km SE of Doyle, California",earthquake,,9.9,0.22,3,reviewed,nn,nn
2022-04-17T22:23:34.550Z,35.6708333,-117.464,10.52,0.97,ml,21,111,0.08416,0.14,ci,ci40239256,2022-04-18T20:33:51.789Z,"12km SSW of Searles Valley, CA",earthquake,0.28,0.58,0.145,10,reviewed,ci,ci
2022-04-17T22:21:06.620Z,33.1062,-109.3548,15.41,2.6,ml,,59,0.529,0.32,us,us7000h2yw,2022-04-18T23:27:44.040Z,"3 km NNE of Morenci, Arizona",earthquake,2.5,8.1,0.052,48,reviewed,us,us
2022-04-17T22:17:11.980Z,44.5878333,-112.5083333,8.84,2.44,ml,39,83,0.082,0.2,mb,mb80543234,2022-04-18T15:07:37.570Z,"8 km SE of Lima, Montana",earthquake,0.26,0.5,0.281,25,reviewed,mb,mb
2022-04-17T22:16:59.720Z,33.2525,-116.2373333,8.18,0.41,ml,19,72,0.06126,0.12,ci,ci40239248,2022-04-18T20:31:21.241Z,"13km E of Borrego Springs, CA",earthquake,0.23,0.67,0.096,5,reviewed,ci,ci
2022-04-17T22:10:21.320Z,37.5861667,-118.9678333,9.8,0.22,md,14,132,0.04912,0.09,nc,nc73719070,2022-04-26T19:19:15.319Z,"6km S of Mammoth Lakes, CA",earthquake,0.44,1.19,0.143,11,reviewed,nc,nc
2022-04-17T22:03:10.150Z,33.708,-116.812,15.83,0.75,ml,31,83,0.08161,0.11,ci,ci40239232,2022-04-18T20:27:20.410Z,"9km ESE of Valle Vista, CA",earthquake,0.22,0.34,0.183,21,reviewed,ci,ci
2022-04-17T21:58:54.473Z,-21.8304,-68.6459,129.45,4.3,mb,,46,1.05,0.57,us,us7000h2yt,2022-04-25T04:56:27.040Z,"75 km NNE of Calama, Chile",earthquake,5.5,6.4,0.153,12,reviewed,us,us
2022-04-17T21:50:06.790Z,40.4438333,-125.3381667,3.93,2.77,md,9,324,0.7642,0.09,nc,nc73719065,2022-04-18T16:04:53.715Z,"90km W of Petrolia, CA",earthquake,1.81,31.61,0.261,27,reviewed,nc,nc
2022-04-17T21:46:42.832Z,-13.7202,167.2563,203.47,4.6,mb,,62,1.717,0.67,us,us7000h2yq,2022-04-25T04:43:07.040Z,"36 km WNW of Sola, Vanuatu",earthquake,8.8,4.9,0.086,41,reviewed,us,us
2022-04-17T21:37:08.520Z,38.8429985,-122.8253326,1.89,0.86,md,14,102,0.00907,0.02,nc,nc73719055,2022-04-17T21:55:53.368Z,"9km WNW of Cobb, CA",earthquake,0.26,0.59,,1,automatic,nc,nc
2022-04-17T21:26:17.070Z,36.36,-97.35233333,7.12,0.9,ml,31,138,0.07828463788,0.22,ok,ok2022hnht,2022-04-18T16:42:22.413Z,"9 km NW of Perry, Oklahoma",earthquake,,0.7,0.07,4,reviewed,ok,ok
2022-04-17T21:14:19.487Z,-22.738,-179.4907,565.97,4.4,mb,,139,5.476,0.52,us,us6000hfks,2022-04-25T04:19:19.040Z,"south of the Fiji Islands",earthquake,13.6,7.9,0.117,21,reviewed,us,us
2022-04-17T21:12:47.698Z,-5.5779,147.4903,158.97,4.5,mb,,119,3.816,0.29,us,us6000hfkt,2022-04-25T04:07:25.040Z,"115 km NNW of Finschhafen, Papua New Guinea",earthquake,12,8.6,0.145,14,reviewed,us,us
2022-04-17T21:10:55.110Z,49.412,-120.52083333333333,-0.23,1.56,ml,12,234,0.5883,0.41,uw,uw61823597,2022-04-18T02:24:16.170Z,"5 km S of Princeton, Canada",explosion,2.39,31.61,0.2091530037845919,5,reviewed,uw,uw
2022-04-17T21:04:46.750Z,38.8504982,-122.7853317,1.28,0.22,md,7,178,0.0102,0.02,nc,nc73719045,2022-04-17T21:26:54.178Z,"6km WNW of Cobb, CA",earthquake,0.51,0.75,0.15,2,automatic,nc,nc
2022-04-17T20:59:49.680Z,32.6411667,-115.7276667,7.77,1.6,ml,27,131,0.008212,0.19,ci,ci40239184,2022-04-18T20:19:04.174Z,"15km WNW of Progreso, B.C., MX",earthquake,0.3,0.53,0.223,13,reviewed,ci,ci
2022-04-17T20:58:29.210Z,38.8291664,-122.8041687,1.87,0.33,md,14,53,0.007382,0.01,nc,nc73719040,2022-04-17T23:24:53.941Z,"7km W of Cobb, CA",earthquake,0.27,0.71,0.35,2,automatic,nc,nc
2022-04-17T20:57:10.668Z,36.7006,-116.3351,8.1,-0.3,ml,9,184.45,0.055,0.0658,nn,nn00837645,2022-04-21T23:01:13.005Z,"44 km ESE of Beatty, Nevada",earthquake,,1.8,0.98,4,reviewed,nn,nn
2022-04-17T20:49:26.340Z,35.9533333,-117.6785,4.64,0.75,ml,16,99,0.02345,0.09,ci,ci40239176,2022-04-18T20:14:23.151Z,"21km E of Little Lake, CA",earthquake,0.17,0.24,0.074,8,reviewed,ci,ci
2022-04-17T20:47:47.150Z,17.9765,-66.9721666666667,8.3,2.21,md,9,175,,0.23,pr,pr71344913,2022-04-17T21:53:13.630Z,"6 km WSW of Fuig, Puerto Rico",earthquake,0.68,1.98,0.173345633595366,6,reviewed,pr,pr
2022-04-17T20:46:48.506Z,59.8796,-153.2634,125.6,1.8,ml,,,,0.56,ak,ak0224xaormi,2022-04-17T20:58:51.618Z,"48 km ENE of Pedro Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-04-17T20:45:03.209Z,35.52833333,-96.76433333,7.85,0.82,ml,21,64,0.1259752794,0.16,ok,ok2022hngk,2022-04-18T16:46:29.645Z,"8 km WNW of Prague, Oklahoma",earthquake,,0.7,0.21,7,reviewed,ok,ok
2022-04-17T20:43:30.180Z,38.7931671,-122.7568359,1.51,0.42,md,10,84,0.007779,0.01,nc,nc73719035,2022-04-17T22:58:35.773Z,"2km N of The Geysers, CA",earthquake,0.37,1.27,0.08,2,automatic,nc,nc
2022-04-17T20:42:28.270Z,33.3331667,-116.2106667,9.14,0.39,ml,11,222,0.08778,0.1,ci,ci40239168,2022-04-18T20:12:17.140Z,"18km ENE of Borrego Springs, CA",earthquake,0.49,0.71,0.142,7,reviewed,ci,ci
2022-04-17T20:37:18.819Z,0.0517,123.7061,122.06,4.8,mb,,52,1.432,1.03,us,us7000h2yi,2022-04-17T20:54:10.040Z,"89 km SE of Gorontalo, Indonesia",earthquake,7.3,7.5,0.075,55,reviewed,us,us
2022-04-17T20:31:51.711Z,36.9853,-116.0642,6.6,0.3,ml,12,102.09,0.025,0.1144,nn,nn00837642,2022-04-21T22:51:55.773Z,"57 km NW of Indian Springs, Nevada",earthquake,,1.3,0.06,8,reviewed,nn,nn
2022-04-17T20:31:35.714Z,63.2251,-150.682,129.9,1.9,ml,,,,0.35,ak,ak0224xalivq,2022-04-17T20:49:38.462Z,"62 km SE of Denali National Park, Alaska",earthquake,,0.9,,,automatic,ak,ak
